#{"t_start": 1767723413.4739673, "env_id": "CustomCartPole-v0"}
r,l,t
18.0,18,0.040756
89.0,89,0.098761
14.0,14,0.107309
20.0,20,0.188026
12.0,12,0.205041
67.0,67,0.268224
13.0,13,0.276079
38.0,38,0.300099
46.0,46,0.330016
35.0,35,0.351165
11.0,11,0.357992
18.0,18,0.370009
37.0,37,0.392066
12.0,12,0.398156
14.0,14,0.408068
18.0,18,0.417396
17.0,17,0.428405
14.0,14,0.437333
28.0,28,0.454199
14.0,14,0.463856
17.0,17,0.475235
19.0,19,0.488822
26.0,26,0.505605
39.0,39,0.535976
21.0,21,0.550787
14.0,14,0.562845
28.0,28,0.580133
17.0,17,0.59544
15.0,15,0.607615
9.0,9,0.614368
13.0,13,0.625719
20.0,20,0.64328
19.0,19,0.662117
16.0,16,0.676094
26.0,26,0.693942
16.0,16,0.702454
18.0,18,0.713419
30.0,30,0.742394
11.0,11,0.75072
37.0,37,0.779989
14.0,14,0.792293
32.0,32,0.814901
17.0,17,0.830158
19.0,19,0.845201
13.0,13,0.853566
15.0,15,0.864307
26.0,26,0.885243
24.0,24,0.90966
53.0,53,0.946988
46.0,46,0.98331
9.0,9,0.991404
19.0,19,1.001935
19.0,19,1.012226
30.0,30,1.028876
72.0,72,1.072191
14.0,14,1.085366
13.0,13,1.096841
26.0,26,1.115616
23.0,23,1.128525
10.0,10,1.13587
12.0,12,1.146871
13.0,13,1.160556
20.0,20,1.178898
18.0,18,1.196706
17.0,17,1.212191
16.0,16,1.226515
30.0,30,1.2579
11.0,11,1.269098
45.0,45,1.30434
11.0,11,1.314088
28.0,28,1.340043
18.0,18,1.352549
25.0,25,1.378903
12.0,12,1.387522
24.0,24,1.407812
44.0,44,1.447416
18.0,18,1.464228
30.0,30,1.497374
12.0,12,1.515819
10.0,10,1.559034
42.0,42,1.661997
41.0,41,1.738834
11.0,11,1.747409
11.0,11,1.757564
14.0,14,1.773468
26.0,26,1.827651
18.0,18,1.848769
15.0,15,1.866733
15.0,15,1.880833
17.0,17,6.231115
24.0,24,6.246824
37.0,37,6.280708
40.0,40,6.316065
16.0,16,6.329974
14.0,14,6.342085
13.0,13,6.350703
18.0,18,6.363606
30.0,30,6.384152
68.0,68,6.428617
14.0,14,6.438014
18.0,18,6.449035
25.0,25,6.464813
37.0,37,6.489069
13.0,13,6.498103
22.0,22,6.51541
63.0,63,6.575707
20.0,20,6.589107
41.0,41,6.612681
11.0,11,6.620561
32.0,32,6.639249
14.0,14,6.648103
66.0,66,6.696235
16.0,16,6.705431
15.0,15,6.713991
32.0,32,6.733266
11.0,11,6.740473
43.0,43,6.767293
19.0,19,6.780146
31.0,31,6.804999
49.0,49,6.836146
18.0,18,6.850204
50.0,50,6.88664
15.0,15,6.896385
23.0,23,6.911091
13.0,13,6.920634
21.0,21,6.936482
13.0,13,6.947181
13.0,13,6.958609
29.0,29,6.985186
17.0,17,7.003047
59.0,59,7.044359
43.0,43,7.075102
36.0,36,7.098376
9.0,9,7.10533
21.0,21,7.11898
25.0,25,7.135108
23.0,23,7.148171
34.0,34,7.169027
21.0,21,7.184964
20.0,20,7.19881
21.0,21,7.212697
46.0,46,7.242595
13.0,13,7.249503
11.0,11,7.257162
28.0,28,7.275879
16.0,16,7.286803
11.0,11,7.294827
13.0,13,7.305074
68.0,68,7.354964
18.0,18,7.37153
10.0,10,7.378248
26.0,26,7.396911
14.0,14,7.407562
12.0,12,7.414855
27.0,27,7.433503
37.0,37,7.458902
25.0,25,7.475956
106.0,106,7.545815
56.0,56,7.579122
25.0,25,7.594042
14.0,14,7.603008
54.0,54,7.633821
73.0,73,11.64435
15.0,15,11.6535
30.0,30,11.674059
55.0,55,11.708219
41.0,41,11.732977
19.0,19,11.745789
20.0,20,11.758261
72.0,72,11.80972
36.0,36,11.835986
74.0,74,11.886867
38.0,38,11.912169
34.0,34,11.940637
70.0,70,11.992853
61.0,61,12.039513
55.0,55,12.075642
23.0,23,12.090565
42.0,42,12.117475
89.0,89,12.176435
140.0,140,12.273843
69.0,69,12.319127
11.0,11,12.325607
19.0,19,12.338315
16.0,16,12.348025
97.0,97,12.412455
137.0,137,12.506366
24.0,24,12.521884
14.0,14,12.530185
18.0,18,12.54211
117.0,117,12.62726
20.0,20,12.640389
163.0,163,12.744607
28.0,28,12.768036
116.0,116,12.840628
103.0,103,12.906758
170.0,170,17.036899
183.0,183,17.151103
123.0,123,17.229012
131.0,131,17.315234
339.0,339,17.529097
380.0,380,17.756017
155.0,155,17.854253
16.0,16,17.8667
116.0,116,17.946431
95.0,95,18.011109
139.0,139,18.093441
127.0,127,18.168538
141.0,141,18.251248
224.0,224,22.541506
240.0,240,22.686208
221.0,221,22.834614
235.0,235,22.973373
436.0,436,23.23081
195.0,195,23.347049
163.0,163,23.448449
338.0,338,23.666676
207.0,207,27.802508
464.0,464,28.111686
240.0,240,28.268823
307.0,307,28.454796
330.0,330,28.652711
271.0,271,28.816047
205.0,205,28.939969
386.0,386,33.097291
472.0,472,33.374528
500.0,500,33.76115
500.0,500,34.107274
